pet_id,pet_scientific_name,pet_vernacular_name,pet_genus,pet_family,pet_body_shape,pet_traits,pet_max_length,pet_max_weight,pet_longevity,pet_habitat,pet_temperature,pet_ph_range,pet_water_hardness,pet_tank_size,pet_migration_type,pet_danger,pet_is_native,pet_comments,pet_aquarium,pet_cost,pet_image_ref,pet_banned,pet_invasive_risk,pet_care_level,pet_diet
76t,Cyclemys atripons,Western black-bridged leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Reddish brown , brown"", ""dorsal_colour"": ""Brown/Red"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",23.6,1.924,14.8,Forest/Wetlands,,,,90.0,,,Not Native,"Used as Medicine-human & veterinary, Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Omnivorous""}"
77t,Cyclemys dentata,Asian leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow or brown""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Decreasing""}",24.0,1.4471279976850702,14.8,Forest/Wetlands,,,,90.0,,,Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Vegetation And Fruits, And Also Mollusks, Crustaceans And Fish""}"
78t,Cyclemys enigmatica,Enigmatic leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark grayish , black"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Decreasing""}",26.9,1.901,14.8,Forest/Wetlands,,,,110.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruits, Berries, Figs, Insects And A Small Number Of Fish And Crustaceans, And Occasionally Carrion""}"
79t,Cyclemys fusca,Myanmar brown leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Dark brown or black""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",26.9,2.064,14.8,Forest/Wetlands,,,,110.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruits, Berries, Figs, Insects And A Small Number Of Fish And Crustaceans, And Occasionally Carrion""}"
80t,Cyclemys gemeli,Assam leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark black"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Dark brown""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Decreasing""}",32.2,1.834,14.8,Forest/Wetlands,,,,130.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruits, Berries, Figs, Insects And A Small Number Of Fish And Crustaceans, And Occasionally Carrion""}"
81t,Cyclemys oldhamii,Southeast asian leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Dark brown or black""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",26.0,2.363,14.8,Forest/Wetlands,,,,100.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruits, Berries, Figs, Insects And A Small Number Of Fish And Crustaceans, And Occasionally Carrion""}"
82t,Cyclemys pulchristriata,Eastern black-bridged leaf turtle,Cyclemys,Geoemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Reddish brown"", ""dorsal_colour"": ""Brown/Red"", ""dorsal_pattern"": ""Striped"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",22.7,1.725,14.8,Forest/Wetlands,,,,90.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruits, Berries, Figs, Insects And A Small Number Of Fish And Crustaceans, And Occasionally Carrion""}"
83t,Cycloderma aubryi,Aubry's flapshell turtle,Cycloderma,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Reddish brown , grayish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Decreasing""}",61.0,18.762,18.9,Forest/Wetlands,,,,240.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Feeding occurs at night activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Carnivorous on crabs,shrimp,fish,frogs,aquatic insects,and other invertebrates""}"
84t,Cycloderma frenatum,Zambezi flapshell turtle,Cycloderma,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Dark grayish , black, yellow spot"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Cream yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",56.0,14.97,18.9,Wetlands,,,,220.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Feeding occurs at night activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Fish, Aquatic Snails, Mussels, And Possibly Amphibians""}"
85t,Deirochelys reticularia,Chicken turtle,Deirochelys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown , yellow net pattern"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unspecified""}",26.0,2.232,24.0,Wetlands,,,,100.0,,,Not Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Crepuscular activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Carnivorous on aquatic invertebrates;insects,snails,crayfish,and spiders;tadpoles of many species of frogs and toads""}"
86t,Dermatemys mawii,Dermatemys mawii,Dermatemys,Dermatemydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish brown, olive grayish"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow, white""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",60.0,25.0,11.3,Forest/Wetlands,,,,240.0,,,Not Native,Used as Food-human. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
87t,Dermochelys coriacea,Leatherback,Dermochelys,Dermochelyidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 0, ""no_of_toes_hind"": 0}}","{""turtle"": {""carapace_colour"": ""Dark brown, slate ,  blue black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grey or black""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Decreasing""}",270.0,950.0,30.0,Marine Oceanic,,,,1060.0,,,Native,"Used as Other chemicals, Food-human, Food-animal. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Invertebrates""}"
88t,Dogania subplana,Malayan soft-shelled turtle,Dogania,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Dark olive color, brown"", ""dorsal_colour"": ""Brown/Gray"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Light yellow or grey""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",35.0,10.9880522237239,18.9,Forest/Wetlands,,,,140.0,,,Native,"Used as Food-human, Pets. Hidden-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Omnivorous on fish,crustaceans,crabs,and fruit""}"
89t,Elseya albagula,"Leatherback, Leatherback sea turtle",Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark grayish"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Decreasing""}",45.0,8.078,21.8,Marine Oceanic,,,,180.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
90t,Elseya auramemoria,Guadalcanal snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",16.8,5.334,21.8,Wetlands,,,,70.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
91t,Elseya branderhorsti,White-bellied snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",50.0,10.435,21.8,Wetlands,,,,200.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Small Fish, Shrimp, Worms, Aquatic Life, Falling Insects, Crustacean Carcasses And A Few Aquatic Plants""}"
92t,Elseya caelatus,Caelatus turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",35.2,5.334,21.8,Wetlands,,,,140.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
93t,Elseya dentata,Northern snapping turtle; North australian snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow,  brown""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",40.0,7.5,21.8,Wetlands,,,,160.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Meat And Fish Carrion, Plant Materials In 65.5%, Aquatic Invertebrates In 18.7%, And Remains Of Terrestrial Invertebrates In 15.6%""}"
94t,Elseya eidolon,Malaita snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",21.3,5.334,21.8,Wetlands,,,,80.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
95t,Elseya flaviventralis,Yellow-bellied snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Reddish brown , brown"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",34.0,2.263,21.8,Wetlands,,,,130.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
96t,Elseya irwini,"Irwin’s snapping turtle, Johnstone river snapping turtle",Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive color to brown grayish"", ""dorsal_colour"": ""Black/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Light yellow,  brown""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",35.7,4.602,30.0,Wetlands,,,,140.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Fruits, Algae, Aquatic Plants""}"
97t,Elseya kalumburu,Kalumburu snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",31.5,5.334,21.8,Wetlands,,,,120.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
98t,Elseya lavarackorum,"Riversleigh snapping turtle, Gulf snapping turtle",Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Light brown , dark brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow, grey""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",35.2,4.295,21.8,Wetlands,,,,140.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
99t,Elseya nabire,Nabire snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",35.2,5.334,21.8,Wetlands,,,,140.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
100t,Elseya novaeguineae,New guinea snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unspecified""}",22.9,4.295,15.9,Wetlands,,,,90.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
101t,Elseya papua,Merauke snapping turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",35.2,5.334,21.8,Wetlands,,,,140.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
102t,Elseya rhodini,Southern new guinea stream turtle; Rhodin’s stream turtle,Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown, tan, orange yellow"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Orange yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",27.6,5.334,21.8,Wetlands,,,,110.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Plants""}"
103t,Elseya schultzei,"Northern New Guinea Stream Turtle, Schultze’s Snapping Turtle",Elseya,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan, olive color"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Orange yellow""}, ""iucn_status"": ""Not Assessed (as of 2024)"", ""iucn_trend"": ""Unknown""}",22.5,5.334,21.8,Wetlands,,,,90.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Fish, Shrimp, Mealworms, Crickets""}"
104t,Elusor macrurus,Mary river turtle,Elusor,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown/Red"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",50.0,6.067,30.0,Wetlands,,,,200.0,,,Not Native,Used as Pets. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Primarily herbivorous on aquatic macrophytes and fruits that fall into the water""}"
