Order,Family,Species,"FishBase name",Occurrence,"Name(s) in Territory",Pictures
Perciformes/Serranoidei,Epinephelidae,"Epinephelus maculatus","Highfin grouper",native,"Malay : Kerapu sirip tinggi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epmac_ua.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus malabaricus","Malabar grouper",native,"Malay : Kerapu lumpur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epmal_u9.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus merra","Honeycomb grouper",native,"Malay : Kerapu lebah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epmer_u2.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus morrhua","Comet grouper",native,"Malay : Kerapu kontur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epmor_u9.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus ongus","White-streaked grouper",native,"Malay : Kerapu lenga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epong_u0.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus quoyanus","Longfin grouper",native,"Malay : Kerapu tutul","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epquo_ug.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus sexfasciatus","Sixbar grouper",native,"Malay : Kerapu bebeh","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epsex_u2.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus tauvina","Greasy grouper",native,"Malay : Kerapu bunga","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eptau_u0.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Epinephelus undulosus","Wavy-lined grouper",native,"Malay : Kerapu garis alun","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epund_u3.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Equulites berbis","Berber ponyfish",native,"Malay : Kekek barbar","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Leber_u6.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Equulites laterofenestra",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eqlat_u0.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Equulites leuciscus","Whipfin ponyfish",native,"Malay : Kekek jarum","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eqleu_u0.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Equulites oblongus","Oblong ponyfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Leber_u0.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Equulites popei","Pope's ponyfish",native,"Malay : Kekek lampai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Leelo_u0.gif"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Escualosa thoracata","White sardine",native,"Malay : Tamban putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Estho_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Esomus caudiocellatus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Escau_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Esomus malayensis","Malayan flying barb",native,,"No picture yet."
Cypriniformes,Danionidae,"Esomus metallicus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Esmet_u0.jpg"", ""Open image"")"
Eupercaria/misc,Lutjanidae,"Etelis carbunculus","Deep-water red snapper",native,"Malay : Kerisi-basi delima","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Etcar_u5.jpg"", ""Open image"")"
Eupercaria/misc,Lutjanidae,"Etelis coruscans","Deepwater longtail red snapper",native,"Malay : Kerisi-basi bara","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Etcor_u0.jpg"", ""Open image"")"
Eupercaria/misc,Lutjanidae,"Etelis radiosus","Pale snapper",native,"Malay : Kerisi-basi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Etrad_u0.jpg"", ""Open image"")"
Cichliformes,Cichlidae,"Etroplus suratensis",Pearlspot,introduced,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Etsur_u6.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Eubleekeria jonesi","Jones' pony fish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eujon_u1.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Eubleekeria splendens","Splendid ponyfish",native,"Malay : Kekek mahkota","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Euspl_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Eugnathogobius kabilia",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Caali_u0.gif"", ""Open image"")"
Gobiiformes,Gobiidae,"Eugnathogobius siamensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eusia_u0.jpg"", ""Open image"")"
Scombriformes,Trichiuridae,"Eupleurogrammus glossodon","Longtooth hairtail",native,"Malay : Timah-layur gigi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Euglo_u0.gif"", ""Open image"")"
Scombriformes,Trichiuridae,"Eupleurogrammus muticus","Smallhead hairtail",native,"Malay : Timah-layur kepala kecil","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eumut_u0.jpg"", ""Open image"")"
Carcharhiniformes,Sphyrnidae,"Eusphyra blochii","Winghead shark",native,"Malay : Yu-tukul palang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eublo_f0.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Euthynnus affinis",Kawakawa,native,"Malay : Aya kurik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Euaff_u3.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Eviota atriventris","Blackbelly dwarfgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Evpel_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Eviota bifasciata","Twostripe dwarfgoby",native,"Malay : Gobi Jawa","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Evbif_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Eviota prasites","Hairfin dwarfgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Evpra_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Eviota spilota","Spottedfin dwarfgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Evspi_u3.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Exyrias puntang","Puntang goby",native,"Malay : Belodok puntang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Expun_u6.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Ferdauia ferdau","Blue trevally",native,"Malay : Demudok biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cafer_u6.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Ferdauia orthogrammus","Island trevally",native,"Malay : Demudok kerepoh","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Caort_u2.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Fibramia amboinensis","Amboina cardinalfish",native,"Malay : Sebekah Ambon","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Apamb_u0.jpg"", ""Open image"")"
Carangaria/misc,Polynemidae,"Filimanus heptadactyla","Sevenfinger threadfin",native,"Malay : Lelauh minyak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Fihep_u0.jpg"", ""Open image"")"
Carangaria/misc,Polynemidae,"Filimanus xanthonema","Yellowthread threadfin",native,"Malay : Lelauh kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Fixan_u0.jpg"", ""Open image"")"
Syngnathiformes,Fistulariidae,"Fistularia commersonii","Bluespotted cornetfish",native,"Malay : Serunai bintik biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ficom_ue.jpg"", ""Open image"")"
Syngnathiformes,Fistulariidae,"Fistularia petimba","Red cornetfish",native,"Malay : Serunai merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Fipet_u4.jpg"", ""Open image"")"
Gobiesociformes,Gobiesocidae,"Flabellicauda alleni","Allen's clingfish",native,,"No picture yet."
Carangiformes,Carangidae,"Flavocaranx bajad","Orangespotted trevally",native,"Malay : Demudok bintik oren","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cabaj_u7.jpg"", ""Open image"")"
Myliobatiformes,Dasyatidae,"Fluvitrygon kittipongi",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hikit_u0.jpg"", ""Open image"")"
Myliobatiformes,Dasyatidae,"Fluvitrygon signifer","White-rimmed stingray",native,"Malay : Pari sungai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Hisig_f0.gif"", ""Open image"")"
Gobiiformes,Gobiidae,"Fusigobius signipinnis","Signalfin goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Fusig_u0.jpg"", ""Open image"")"
Gadiformes,Bathygadidae,"Gadomus filamentosus",,native,,"No picture yet."
Carcharhiniformes,Galeocerdonidae,"Galeocerdo cuvier","Tiger shark",native,"Malay : Yu tenggiri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gacuv_ud.jpg"", ""Open image"")"
Cyprinodontiformes,Poeciliidae,"Gambusia affinis",Mosquitofish,introduced,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaaff_f1.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Peristediidae,"Gargariscus prionocephalus","Jaggedhead gurnard",native,"Malay : Pepatung kurita","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gapri_u3.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Garra borneensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gabor_u0.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Garra robertsi",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon aequabilis",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon aeroides","Sky Blue Borneo sucker",native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon auronigrus",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon bario",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon borneensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gabor_u2.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon cornusaccus",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon crenastus",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon ctenocephalus","Blue dorsal Borneo sucker",native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon danumensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gadan_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon extrorsus",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon farragus",,endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gafar_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon fasciatus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Gafas_u0.gif"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon ingeri",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon introrsus",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon katibasensis",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon lepidogaster","Green Borneo sucker",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Galep_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon megalepis",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon monticola",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon ocellatus","Eyespotted Borneo sucker",endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaoce_u1.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon ornaticauda",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaorn_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon pariclavis",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon punctulatus","Hillstream loach",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gapun_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon ridens","Pinoh Borneo sucker",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Garid_u0.gif"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon scitulus","Serian Borneo sucker",endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gasci_u0.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon spectabilis",,endemic,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon stellatus",,endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaste_u8.jpg"", ""Open image"")"
Cypriniformes,Gastromyzontidae,"Gastromyzon umbrus",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Gastromyzon viriosus","Yellowfinned Borneo sucker",endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gavir_u1.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Gazza achlamys","Smalltoothed ponyfish",native,"Malay : Sapsap pantai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaach_u1.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Gazza minuta",Toothpony,native,"Malay : Sapsap labu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gamin_u4.jpg"", ""Open image"")"
Acanthuriformes,Leiognathidae,"Gazza rhombea","Rhomboid toothpony",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gaach_u0.jpg"", ""Open image"")"
Scombriformes,Gempylidae,"Gempylus serpens","Snake mackerel",native,"Malay : Tetimah tenggiri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Geser_u1.jpg"", ""Open image"")"
Acanthuriformes,Pomacanthidae,"Genicanthus lamarck","Blackstriped angelfish",native,"Malay : Gombing-taring jalur hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gelam_u3.jpg"", ""Open image"")"
Acanthuriformes,Pomacanthidae,"Genicanthus melanospilos","Spotbreast angelfish",native,"Malay : Gombing-taring karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gemel_m0.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres erythrourus","Deepbody mojarra",native,"Malay : Kapas sungai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Geery_u2.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres filamentosus","Whipfin silverbiddy",native,"Malay : Kapas filamen","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gefil_u7.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres longirostris","Strongspine silver-biddy",native,"Malay : Kapas ekor panjang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gelon_u0.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres oblongus","Slender silverbiddy",native,"Malay : Kapas bujur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Geaci_u2.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres oyena","Common silverbiddy",native,"Malay : Kapas kapas; Malay : Kapas laut; ","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gearg_u1.jpg"", ""Open image"")"
Eupercaria/misc,Gerreidae,"Gerres silaceus","Malayan silver-biddy",native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Glaniopsis denudata",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Glaniopsis gossei",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Glaniopsis hanitschi",,native,,"No picture yet."
Cypriniformes,Gastromyzontidae,"Glaniopsis multiradiata",,native,,"No picture yet."
Rhinopristiformes,Glaucostegidae,"Glaucostegus thouin","Thouin ray",native,"Malay : Pari-kemejan muncung panjang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhtho_u2.jpg"", ""Open image"")"
Rhinopristiformes,Glaucostegidae,"Glaucostegus typus","Giant shovelnose ray",native,"Malay : Pari-kemejan muncung pendek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gltyp_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Glossogobius aureus","Golden tank goby",native,"Malay : Belodok mas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glaur_u2.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Glossogobius celebius","Celebes goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glcel_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Glossogobius circumspectus","Circumspect goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glcir_u1.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Glossogobius giuris","Tank goby",native,"Malay : Belodok ubi","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glgiu_u8.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Glyphis fowlerae","Borneo river shark",native,,"No picture yet."
Carcharhiniformes,Carcharhinidae,"Glyphis gangeticus","Ganges shark",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Glgan_u0.gif"", ""Open image"")"
Siluriformes,Sisoridae,"Glyptothorax laosensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gllao_u1.jpg"", ""Open image"")"
Siluriformes,Sisoridae,"Glyptothorax major",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glmaj_u0.jpg"", ""Open image"")"
Siluriformes,Sisoridae,"Glyptothorax platypogonides",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Glpla_u1.gif"", ""Open image"")"
Siluriformes,Sisoridae,"Glyptothorax siamensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Glsia_u0.jpg"", ""Open image"")"
Carangiformes,Carangidae,"Gnathanodon speciosus","Golden trevally",native,"Malay : Gerong belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gnspe_u8.jpg"", ""Open image"")"
Eupercaria/misc,Lethrinidae,"Gnathodentex aureolineatus","Striped large-eye bream",native,"Malay : Mempinang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gnaur_u7.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Gnatholepis yoshinoi","Yoshino's goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gnyos_u0.jpg"", ""Open image"")"
Anguilliformes,Congridae,"Gnathophis nystromi",,native,"English : Conger eel","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gnnys_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Gobiodon okinawae","Okinawa goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gooki_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Gobiodon quinquestrigatus","Five-lined coral goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Goqui_u4.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Gobiopsis quinquecincta","Fiveband barbelgoby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Goqui_u0.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Gobiopterus chuno",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gochu_u0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Gomphosus varius","Bird wrasse",native,"Malay : Nuri muncung","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Govar_u0.jpg"", ""Open image"")"
Perciformes/Serranoidei,Epinephelidae,"Gracila albomarginata","Masked grouper",native,"Malay : Kerapu topeng","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gralb_u2.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Grallenia lipi","Filamented pygmy sand-goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grlip_f0.jpg"", ""Open image"")"
Pleuronectiformes,Bothidae,"Grammatobothus polyophthalmus","Threespot flounder",native,"Malay : Sebelah tiga tompok","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grpol_u0.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Grammatorcynus bilineatus","Doublelined mackerel",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grbil_u2.jpg"", ""Open image"")"
Perciformes/Serranoidei,Grammistidae,"Grammistes sexlineatus","Goldenstriped soapfish",native,"Malay : Kerapu enam garis","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grsex_u0.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Platycephalidae,"Grammoplites knappi",,native,"English : Flathead","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Grkna_u0.jpg"", ""Open image"")"
